gauge_id,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean
11237500,1.878415,0.641425,1.095254,0.487675,1.654297,0.007771,9.603075,85.45,37.152174,212.3,67.396825,0.000274,220.0
1545600,1.517911,0.448479,1.750192,0.514876,1.069583,0.065242,5.072567,6.85,2.634615,84.6,17.443299,0.0,164.35
6224000,1.346474,0.910373,1.782912,0.60444,0.886555,0.080735,5.651455,50.05,16.409836,157.05,46.880597,0.0,265.2
3011800,1.931475,0.538101,1.840614,0.548835,1.742133,0.180866,5.812145,3.5,1.521739,62.45,11.354545,0.0,155.6
5087500,0.333378,0.203683,0.736573,0.30275,2.370859,0.000122,1.628824,75.75,18.9375,224.8,67.104478,0.048323,228.25
1134500,2.077579,0.599173,1.408166,0.487598,1.107875,0.238225,7.096611,9.05,2.154762,46.15,6.88806,0.0,187.55
4040500,1.07219,0.439473,1.235266,0.504176,2.124905,0.104896,4.258765,16.85,6.127273,57.35,13.987805,0.0,199.3
3460000,2.182169,0.488063,1.283883,0.687018,1.51765,0.520056,5.258346,1.8,1.384615,12.2,7.870968,0.0,169.55
7208500,0.214324,0.129214,0.912485,0.616964,2.645597,0.033805,0.799032,17.1,13.153846,31.75,5.990566,0.0,215.75
1414500,2.239578,0.562712,1.746363,0.530299,1.161063,0.163232,6.711475,5.45,1.703125,59.55,13.087912,0.0,159.65
8380500,0.285584,0.163351,1.192768,0.553972,2.137646,0.034588,1.035156,15.45,5.618182,60.15,12.27551,0.0,230.4
2300700,1.507616,0.386916,0.799178,0.362892,1.949837,0.08946,4.970021,17.6,2.885246,82.3,9.247191,0.001095,245.85
6464500,0.084502,0.054643,1.264539,0.630291,1.908287,0.015952,0.256073,7.95,4.818182,22.2,16.444444,0.0,196.0
11224500,0.064715,0.049511,0.254644,0.340042,4.213571,0.0,0.276851,147.65,59.06,273.7,81.701493,0.474606,155.2
1557500,1.599418,0.507253,1.768912,0.53044,1.624764,0.12095,5.495777,7.8,1.902439,87.5,13.257576,0.0,165.2
14141500,5.60444,0.757047,1.988592,0.562321,0.829073,0.531242,17.612729,3.15,1.575,84.6,18.193548,0.0,135.3
4122200,1.054248,0.399502,0.898938,0.828458,0.208668,0.567137,2.023487,0.0,0.0,0.0,0.0,0.0,175.5
1516500,1.029183,0.323374,1.62471,0.416854,1.201384,0.023316,3.575047,15.75,2.142857,122.15,14.121387,0.0,158.45
1121000,1.958341,0.526494,1.940049,0.536306,1.166044,0.080101,6.025019,5.9,1.475,85.0,9.883721,0.0,156.35
2349900,0.821029,0.242086,1.447793,0.46582,1.846555,0.059736,2.923067,22.6,2.897436,135.35,17.025157,0.0,161.1
12390700,1.131199,0.372709,1.519224,0.652728,1.716313,0.1769,4.123845,13.4,6.7,58.3,36.4375,0.0,216.25
9352900,1.842552,0.729914,1.582532,0.597099,1.433802,0.208053,7.435301,19.2,6.095238,94.65,23.37037,0.0,244.0
4197100,0.928911,0.336742,1.089631,0.274611,1.409953,0.006932,4.638416,44.25,3.339623,167.35,16.569307,0.0,159.9
1078000,1.755803,0.492803,1.499491,0.491189,1.526654,0.145171,6.61629,12.05,3.050633,69.55,12.419643,0.0,180.7
3049800,1.077025,0.355803,1.756742,0.42467,2.125872,0.042721,3.779129,15.7,1.857988,117.75,8.037543,0.0,165.1
1415000,1.809878,0.479676,1.769991,0.50984,1.26267,0.102857,5.657152,5.6,1.931034,76.35,11.568182,0.0,160.85
1139000,1.697473,0.541537,1.507105,0.57217,2.162962,0.268167,5.343473,4.15,1.693878,35.15,6.632075,0.0,183.4
12488500,2.721311,0.573393,1.747997,0.635058,1.367065,0.429287,9.09372,6.15,4.1,47.5,17.592593,0.0,218.0
13011500,1.627309,0.668579,0.484815,0.518726,1.491635,0.19375,8.779288,48.65,24.948718,132.35,16.54375,0.0,239.4
4122500,1.084942,0.415061,0.849741,0.839462,0.139151,0.597404,2.032832,0.0,0.0,0.0,0.0,0.0,177.8
13331500,1.742409,0.633163,1.551205,0.622529,1.118655,0.237175,6.561833,17.7,6.321429,67.45,10.067164,0.0,233.4
3504000,3.682262,0.657177,1.391958,0.720317,1.873374,0.85481,8.384414,0.6,1.090909,9.8,8.166667,0.0,165.6
12145500,3.902001,0.682938,1.80427,0.516595,1.33341,0.340749,13.283003,8.4,1.909091,96.85,17.609091,0.0,121.7
3028000,1.980925,0.571807,1.835191,0.518664,1.803059,0.167043,6.311196,4.7,1.773585,71.0,9.16129,0.0,158.65
1549500,1.511147,0.453495,1.660702,0.471684,1.00829,0.05772,5.064303,11.4,2.375,94.2,13.083333,0.0,154.6
14020000,1.643895,0.623462,2.139854,0.610046,1.147342,0.286627,5.453077,9.6,3.0,68.4,19.0,0.0,180.05
10258500,0.047011,0.057129,0.0,0.298106,1.66958,0.0,0.141825,121.9,38.09375,295.45,92.328125,0.666256,142.352941
1567500,1.296614,0.403573,1.460069,0.553409,1.645362,0.220867,3.975606,8.55,1.8,41.25,7.568807,0.0,162.85
5057200,0.063088,0.043456,0.790822,0.393806,3.011542,0.000606,0.241133,43.4,17.019608,200.35,45.022472,0.021629,207.95
13313000,1.413739,0.389408,0.755911,0.573368,1.430265,0.235105,6.391381,39.0,18.571429,51.6,6.745098,0.0,236.85
13011900,1.469536,0.61659,0.799578,0.615791,1.294477,0.287224,6.548711,29.5,11.132075,24.4,3.753846,0.0,254.3
4233000,1.171887,0.408264,1.65217,0.553734,1.136117,0.125124,3.460879,6.05,1.779412,63.75,8.614865,0.0,167.05
5454000,0.767956,0.279561,1.506135,0.448067,2.538913,0.004865,2.544618,17.05,2.351724,127.3,19.0,0.012868,209.6
10259200,0.062949,0.095763,0.148857,0.270435,1.570995,0.0,0.166981,127.0,49.803922,288.95,115.58,0.496509,168.789474
14138900,8.045372,0.900243,1.642391,0.557561,1.069642,1.241344,25.819949,5.6,1.647059,57.55,14.036585,0.0,133.15
1439500,2.027364,0.550427,1.673747,0.584467,1.160537,0.119977,5.854889,3.25,2.321429,56.75,15.985915,0.0,156.1
10263500,0.761293,0.575706,0.933561,0.671348,1.741051,0.065835,3.332873,26.6,15.647059,102.95,34.898305,0.0,171.55
5056000,0.058622,0.045068,1.196534,0.452931,2.186267,0.001006,0.226843,40.9,15.433962,178.6,47.626667,0.0,217.6
4059500,0.659664,0.302179,1.344446,0.5272,1.832752,0.070234,2.602806,16.85,8.868421,67.9,25.148148,0.0,200.4
13023000,1.242943,0.527242,1.134504,0.707864,1.173679,0.315842,4.295452,6.7,6.7,0.75,1.5,0.0,239.55
10329500,0.181439,0.133455,0.863042,0.606473,2.138848,0.029067,0.774042,30.3,11.433962,65.15,16.922078,0.0,203.85
1552500,1.982566,0.547204,1.603361,0.484828,1.182489,0.108934,6.092231,6.9,1.550562,72.55,10.29078,0.0,149.15
3500240,2.313884,0.459279,1.383909,0.705216,1.824594,0.519977,5.682845,1.45,1.318182,11.1,10.571429,0.0,166.85
1451800,1.759909,0.502371,1.581601,0.477158,1.548397,0.135441,5.903912,10.0,2.0,73.35,9.16875,0.0,153.5
2149000,1.519838,0.397697,1.220413,0.699589,2.35148,0.360055,3.684566,2.55,1.159091,9.9,7.615385,0.0,173.6
4045500,1.080909,0.421555,1.273806,0.641212,0.874036,0.288271,3.479752,2.0,8.0,3.2,10.666667,0.0,191.7
5593900,0.827437,0.289131,0.689944,0.185274,3.663357,0.0,3.565995,44.5,2.996633,219.1,17.117188,0.051335,174.95
2143040,1.682994,0.41598,1.391523,0.599046,2.08702,0.253932,4.813659,5.65,1.284091,36.45,9.72,0.0,166.75
14166500,2.377269,0.470724,1.844865,0.545077,2.06753,0.118808,9.647189,22.3,4.372549,131.1,32.37037,0.0,130.9
3237280,1.129411,0.320096,2.03804,0.356306,2.547425,0.0,4.217466,37.95,2.653846,174.0,19.772727,0.0705,166.2
1547700,1.347965,0.429971,1.840775,0.442897,2.384804,0.038787,4.826783,15.45,2.834862,116.05,14.152439,0.0,158.65
6477500,0.066567,0.039623,0.200061,0.267755,3.528987,1.6e-05,0.30088,88.65,31.660714,272.1,98.945455,0.031211,225.35
12178100,6.263014,1.027511,1.579924,0.617977,0.985291,1.404464,16.291777,1.8,1.5,9.2,6.344828,0.0,203.1
1596500,1.536612,0.463636,1.819223,0.441482,1.855214,0.047106,6.214086,17.75,2.465278,118.7,14.930818,0.0,162.4
5444000,0.82618,0.29442,1.120666,0.669731,1.873746,0.182022,2.007447,4.45,1.508475,11.7,8.666667,0.0,199.5
12114500,5.760604,0.795457,1.91425,0.595705,1.076141,0.771906,16.643771,2.6,1.677419,62.05,17.985507,0.0,170.55
11098000,0.660348,0.335934,0.664396,0.401117,2.032558,0.005415,2.530737,44.95,12.842857,213.45,52.703704,0.002875,147.35
2055100,0.98135,0.321098,1.830558,0.620299,1.577637,0.120166,2.723758,5.9,1.616438,46.55,12.413333,0.0,171.1
3241500,1.040749,0.338989,1.625533,0.458743,2.594083,0.060123,3.76198,13.35,2.069767,104.05,19.632075,0.0,174.9
2038850,0.887959,0.281926,1.290352,0.580267,2.186115,0.081404,2.557784,6.65,1.445652,43.15,12.507246,0.0,165.35
12048000,2.33486,0.488963,1.442567,0.679331,0.92818,0.628241,5.871636,1.15,1.15,1.85,5.285714,0.0,187.75
3078000,1.902593,0.54217,1.954632,0.499639,1.852243,0.078785,6.575513,8.55,1.568807,100.3,12.157576,0.0,160.15
4256000,2.267776,0.622837,1.336099,0.537304,1.260415,0.389431,7.340253,5.35,1.698413,27.35,7.704225,0.0,170.85
11476600,3.575647,0.739659,1.416918,0.445604,1.548019,0.023836,16.548862,58.9,11.326923,185.65,52.295775,0.0,132.75
1187300,2.002281,0.506829,1.57942,0.444723,0.66668,0.063524,6.851501,11.8,1.616438,92.3,11.395062,0.0,158.65
3471500,1.320338,0.386908,1.643507,0.630658,1.451605,0.283969,3.555782,3.6,1.6,5.6,6.588235,0.0,174.8
2212600,0.739886,0.219429,1.226147,0.355084,2.032106,0.003514,2.863623,25.95,2.55665,148.1,19.746667,0.014921,158.45
4196800,0.909436,0.340026,1.179781,0.265576,2.887291,0.003549,4.546566,49.85,3.972112,180.55,18.237374,0.0,166.25
1365000,2.719211,0.645673,1.560803,0.554875,1.309946,0.270286,8.005366,5.3,1.558824,47.6,10.818182,0.0,165.75
1491000,1.22952,0.372009,1.693093,0.55654,1.342325,0.10053,3.929064,6.3,2.0,77.95,14.045045,0.0,173.05
2017500,1.16911,0.386445,1.928962,0.511085,1.648595,0.08771,4.144516,14.5,2.566372,119.65,19.614754,0.0,171.4
6468170,0.076612,0.058583,0.437508,0.34176,2.462769,0.0,0.360572,84.9,35.375,250.5,100.2,0.102943,217.3
4185000,0.909733,0.351522,1.562498,0.429136,1.583625,0.041389,3.743445,24.6,5.178947,114.4,18.451613,0.0,163.5
3291780,1.510603,0.416831,1.243982,0.262182,1.409195,0.0,6.715149,33.55,1.874302,167.3,13.437751,0.073101,166.25
3368000,1.417023,0.40383,0.862611,0.20638,0.523777,0.0,5.927101,40.05,2.07513,194.85,12.861386,0.063655,168.05
5057000,0.072715,0.053863,1.304323,0.503921,2.219447,0.002775,0.293236,29.5,16.857143,143.4,37.246753,0.000411,216.7
3140000,0.948224,0.325506,1.84492,0.43938,2.848067,0.021979,3.338611,15.9,1.827586,120.95,11.147465,0.0,166.6
2112360,1.431191,0.416001,1.110225,0.753729,1.661488,0.440932,3.062688,1.35,1.038462,4.4,6.769231,0.0,177.85
2178400,2.865731,0.549718,1.299695,0.722337,2.050193,0.71159,6.624255,0.85,1.133333,7.5,6.521739,0.0,169.8
12115000,5.862041,0.813411,1.882323,0.589704,1.102682,0.713981,16.183574,2.95,1.735294,63.85,17.985915,0.0,161.05
1620500,1.63258,0.480366,1.492079,0.414733,1.983935,0.03992,5.46843,14.85,2.724771,116.9,32.472222,0.0,172.05
1057000,1.823551,0.510727,1.533232,0.474677,1.280681,0.078169,6.866097,13.85,2.429825,82.95,13.825,0.0,178.05
11124500,0.360269,0.175554,0.722059,0.4355,1.783523,0.0,1.520168,64.85,21.983051,227.45,74.57377,0.262423,149.25
11176400,0.256929,0.174046,0.426154,0.286167,2.821361,0.0,1.06951,108.2,28.473684,257.55,66.896104,0.420397,139.7
2077200,0.914962,0.279088,1.404977,0.343001,0.867385,0.0,3.076063,22.85,2.125581,148.05,17.115607,0.062423,161.45
11143000,2.022256,0.712873,1.063882,0.532805,1.898954,0.150109,8.637359,35.6,8.376471,124.5,27.065217,0.0,144.6
6280300,1.179793,0.604356,0.949788,0.609808,1.37519,0.197218,4.992068,28.55,10.196429,56.65,6.744048,0.0,257.85
2296500,0.705924,0.191814,1.232226,0.438323,3.754852,0.009936,3.312151,59.9,14.975,185.05,38.552083,0.0,252.1
12025700,4.835437,0.949755,1.810792,0.550484,0.925136,0.497368,17.095239,8.15,2.0375,91.9,24.837838,0.0,125.9
1022500,2.173062,0.602269,1.77628,0.554478,1.702782,0.204734,7.123049,3.9,2.294118,65.15,17.144737,0.0,166.25
12095000,2.658636,0.582939,1.607264,0.604888,1.103443,0.439775,7.167145,3.0,1.935484,41.3,9.386364,0.0,144.95
13235000,1.659956,0.646655,1.062178,0.700849,1.298638,0.487956,5.783966,9.1,9.1,0.55,2.2,0.0,234.7
3165000,1.678934,0.457288,1.082308,0.699827,1.729931,0.527693,3.693849,2.9,1.183673,0.7,7.0,0.0,172.1
14187000,3.480939,0.649903,2.276051,0.522205,1.622396,0.116201,12.669539,13.05,2.71875,123.8,32.578947,0.0,135.0
